020120171200  2.478
020120171210  2.474
020120171220  2.473
020120171230  2.461
020120171240  2.443
020120171250  2.418
020120171300  2.383
020120171310  2.337
020120171320  2.294
020120171330  2.241
020120171340  2.189
020120171350  2.128
020120171400  2.063
020120171410  2.000
020120171420  1.941
020120171430  1.872
020120171440  1.806
020120171450  1.744
020120171500  1.681
020120171510  1.620
020120171520  1.562
020120171530  1.501
020120171540  1.437
020120171550  1.373
020120171600  1.311
020120171610  1.253
020120171620  1.193
020120171630  1.140
020120171640  1.084
020120171650  1.035
020120171700  0.986
020120171710  0.937
020120171720  0.896
020120171730  0.848
020120171740  0.806
020120171750  0.767
020120171800  0.737
020120171810  0.708
020120171820  0.683
020120171830  0.668
020120171840  0.653
020120171850  0.639
020120171900  0.639
020120171910  0.642
020120171920  0.681
020120171930  0.672
020120171940  0.713
020120171950  0.739
020120172000  0.780
020120172010  0.820
020120172020  0.872
020120172030  0.923
020120172040  0.999
020120172050  1.066
020120172100  1.128
020120172110  1.167
020120172120  1.210
020120172130  1.244
020120172140  1.279
020120172150  1.327
020120172200  1.377
020120172210  1.436
020120172220  1.488
020120172230  1.544
020120172240  1.601
020120172250  1.656
020120172300  1.699
020120172310  1.732
020120172320  1.773
020120172330  1.791
020120172340  1.818
020120172350  1.846
030120170000  1.863
030120170010  1.862
030120170020  1.858
030120170030  1.840
030120170040  1.843
030120170050  1.825
030120170100  1.800
030120170110  1.760
030120170120  1.719
030120170130  1.675
030120170140  1.627
030120170150  1.585
030120170200  1.545
030120170210  1.506
030120170220  1.468
030120170230  1.430
030120170240  1.385
030120170250  1.331
030120170300  1.275
030120170310  1.218
030120170320  1.162
030120170330  1.106
030120170340  1.054
030120170350  1.011
030120170400  0.970
030120170410  0.922
030120170420  0.880
030120170430  0.841
030120170440  0.797
030120170450  0.762
030120170500  0.716
030120170510  0.685
030120170520  0.645
030120170530  0.615
030120170540  0.592
030120170550  0.575
030120170600  0.554
030120170610  0.550
030120170620  0.539
030120170630  0.550
030120170640  0.568
030120170650  0.602
030120170700  0.631
030120170710  0.672
030120170720  0.694
030120170730  0.740
030120170740  0.784
030120170750  0.826
030120170800  0.881
030120170810  0.934
030120170820  0.994
030120170830  1.056
030120170840  1.121
030120170850  1.187
030120170900  1.256
030120170910  1.318
030120170920  1.374
030120170930  1.442
030120170940  1.511
030120170950  1.582
030120171000  1.646
030120171010  1.710
030120171020  1.765
030120171030  1.827
030120171040  1.887
030120171050  1.942
030120171100  2.002
030120171110  2.053
030120171120  2.103
030120171130  2.150
030120171140  2.192
030120171150  2.232
030120171200  2.277
030120171210  2.309
030120171220  2.319
030120171230  2.338
030120171240  2.349
030120171250  2.358
030120171300  2.351
030120171310  2.332
030120171320  2.308
030120171330  2.283
030120171340  2.260
030120171350  2.223
030120171400  2.175
030120171410  2.114
030120171420  2.053
030120171430  1.988
030120171440  1.927
030120171450  1.872
030120171500  1.812
030120171510  1.750
030120171520  1.693
030120171530  1.627
030120171540  1.568
030120171550  1.507
030120171600  1.440
030120171610  1.378
030120171620  1.315
030120171630  1.250
030120171640  1.195
030120171650  1.135
030120171700  1.075
030120171710  1.011
030120171720  0.949
030120171730  0.894
030120171740  0.860
030120171750  0.812
030120171800  0.769
030120171810  0.732
030120171820  0.705
030120171830  0.666
030120171840  0.629
030120171850  0.602
030120171900  0.582
030120171910  0.567
030120171920  0.555
030120171930  0.546
030120171940  0.548
030120171950  0.562
030120172000  0.582
030120172010  0.597
030120172020  0.618
030120172030  0.650
030120172040  0.682
030120172050  0.724
030120172100  0.780
030120172110  0.835
030120172120  0.884
030120172130  0.929
030120172140  0.980
030120172150  1.035
030120172200  1.098
030120172210  1.161
030120172220  1.228
030120172230  1.290
030120172240  1.346
030120172250  1.403
030120172300  1.457
030120172310  1.497
030120172320  1.548
030120172330  1.593
030120172340  1.637
030120172350  1.691
040120170000  1.737
040120170010  1.784
040120170020  1.825
040120170030  1.852
040120170040  1.885
040120170050  1.898
040120170100  1.904
040120170110  1.914
040120170120  1.908
040120170130  1.903
040120170140  1.898
040120170150  1.888
040120170200  1.863
040120170210  1.832
040120170220  1.798
040120170230  1.762
040120170240  1.725
040120170250  1.683
040120170300  1.637
040120170310  1.589
040120170320  1.535
040120170330  1.482
040120170340  1.426
040120170350  1.376
040120170400  1.330
040120170410  1.280
040120170420  1.231
040120170430  1.175
040120170440  1.124
040120170450  1.083
040120170500  1.041
040120170510  0.999
040120170520  0.958
040120170530  0.910
040120170540  0.871
040120170550  0.835
040120170600  0.827
040120170610  0.778
040120170620  0.751
040120170630  0.731
040120170640  0.714
040120170650  0.693
040120170700  0.684
040120170710  0.678
040120170720  0.687
040120170730  0.705
040120170740  0.718
040120170750  0.750
040120170800  0.781
040120170810  0.823
040120170820  0.852
040120170830  0.904
040120170840  0.941
040120170850  0.992
040120170900  1.042
040120170910  1.098
040120170920  1.152
040120170930  1.211
040120170940  1.269
040120170950  1.341
040120171000  1.403
040120171010  1.459
040120171020  1.514
040120171030  1.573
040120171040  1.632
040120171050  1.696
040120171100  1.752
040120171110  1.805
040120171120  1.863
040120171130  1.924
040120171140  1.979
040120171150  2.035
040120171200  2.087
040120171210  2.124
040120171220  2.163
040120171230  2.205
040120171240  2.223
040120171250  2.246
040120171300  2.266
040120171310  2.284
040120171320  2.300
040120171330  2.307
040120171340  2.305
040120171350  2.292
040120171400  2.277
040120171410  2.256
040120171420  2.225
040120171430  2.182
040120171440  2.136
040120171450  2.091
040120171500  2.047
040120171510  2.000
040120171520  1.942
040120171530  1.886
040120171540  1.828
040120171550  1.768
040120171600  1.709
040120171610  1.656
040120171620  1.601
040120171630  1.537
040120171640  1.471
040120171650  1.414
040120171700  1.357
040120171710  1.292
040120171720  1.237
040120171730  1.181
040120171740  1.126
040120171750  1.062
040120171800  1.013
040120171810  0.967
040120171820  0.925
040120171830  0.883
040120171840  0.839
040120171850  0.794
040120171900  0.755
040120171910  0.716
040120171920  0.687
040120171930  0.658
040120171940  0.635
040120171950  0.615
040120172000  0.604
040120172010  0.598
040120172020  0.587
040120172030  0.584
040120172040  0.591
040120172050  0.609
040120172100  0.627
040120172110  0.652
040120172120  0.675
040120172130  0.710
040120172140  0.754
040120172150  0.796
040120172200  0.845
040120172210  0.896
040120172220  0.954
040120172230  1.004
040120172240  1.064
040120172250  1.120
040120172300  1.183
040120172310  1.243
040120172320  1.302
040120172330  1.356
040120172340  1.406
040120172350  1.455
050120170000  1.509
050120170010  1.567
050120170020  1.621
050120170030  1.672
050120170040  1.720
050120170050  1.748
050120170100  1.783
050120170110  1.816
050120170120  1.853
050120170130  1.888
050120170140  1.907
050120170150  1.935
050120170200  1.940
050120170210  1.948
050120170220  1.943
050120170230  1.934
050120170240  1.918
050120170250  1.898
050120170300  1.868
050120170310  1.844
050120170320  1.813
050120170330  1.796
050120170340  1.757
050120170350  1.714
050120170400  1.668
050120170410  1.619
050120170420  1.571
050120170430  1.521
050120170440  1.470
050120170450  1.423
050120170500  1.365
050120170510  1.323
050120170520  1.276
050120170530  1.227
050120170540  1.186
050120170550  1.155
050120170600  1.113
050120170610  1.074
050120170620  1.025
050120170630  0.987
050120170640  0.950
050120170650  0.920
050120170700  0.895
050120170710  0.870
050120170720  0.846
050120170730  0.824
050120170740  0.810
050120170750  0.797
050120170800  0.796
050120170810  0.798
050120170820  0.809
050120170830  0.819
050120170840  0.833
050120170850  0.847
050120170900  0.882
050120170910  0.903
050120170920  0.938
050120170930  0.977
050120170940  1.027
050120170950  1.071
050120171000  1.126
050120171010  1.173
050120171020  1.218
050120171030  1.275
050120171040  1.333
050120171050  1.393
050120171100  1.454
050120171110  1.506
050120171120  1.563
050120171130  1.608
050120171140  1.650
050120171150  1.693
050120171200  1.743
050120171210  1.807
050120171220  1.858
050120171230  1.908
050120171240  1.961
050120171250  2.008
050120171300  2.057
050120171310  2.102
050120171320  2.129
050120171330  2.153
050120171340  2.176
050120171350  2.189
050120171400  2.205
050120171410  2.212
050120171420  2.223
050120171430  2.219
050120171440  2.214
050120171450  2.197
050120171500  2.185
050120171510  2.160
050120171520  2.132
050120171530  2.092
050120171540  2.050
050120171550  2.007
050120171600  1.960
050120171610  1.899
050120171620  1.840
050120171630  1.786
050120171640  1.740
050120171650  1.684
050120171700  1.623
050120171710  1.573
050120171720  1.517
050120171730  1.462
050120171740  1.406
050120171750  1.354
050120171800  1.299
050120171810  1.244
050120171820  1.188
050120171830  1.147
050120171840  1.085
050120171850  1.032
050120171900  0.981
050120171910  0.935
050120171920  0.887
050120171930  0.837
050120171940  0.800
050120171950  0.770
050120172000  0.742
050120172010  0.715
050120172020  0.680
050120172030  0.645
050120172040  0.623
050120172050  0.610
050120172100  0.596
050120172110  0.591
050120172120  0.588
050120172130  0.592
050120172140  0.602
050120172150  0.611
050120172200  0.628
050120172210  0.656
050120172220  0.694
050120172230  0.739
050120172240  0.782
050120172250  0.826
050120172300  0.878
050120172310  0.920
050120172320  0.970
050120172330  1.033
050120172340  1.090
050120172350  1.148
060120170000  1.204
060120170010  1.266
060120170020  1.322
060120170030  1.378
060120170040  1.429
060120170050  1.476
060120170100  1.527
060120170110  1.577
060120170120  1.630
060120170130  1.674
060120170140  1.714
060120170150  1.759
060120170200  1.800
060120170210  1.840
060120170220  1.878
060120170230  1.910
060120170240  1.932
060120170250  1.948
060120170300  1.965
060120170310  1.974
060120170320  1.984
060120170330  1.982
060120170340  1.974
060120170350  1.969
060120170400  1.954
060120170410  1.933
060120170420  1.904
060120170430  1.882
060120170440  1.837
060120170450  1.799
060120170500  1.759
060120170510  1.712
060120170520  1.668
060120170530  1.628
060120170540  1.586
060120170550  1.539
060120170600  1.488
060120170610  1.434
060120170620  1.383
060120170630  1.337
060120170640  1.288
060120170650  1.243
060120170700  1.191
060120170710  1.152
060120170720  1.121
060120170730  1.087
060120170740  1.058
060120170750  1.026
060120170800  0.994
060120170810  0.958
060120170820  0.928
060120170830  0.904
060120170840  0.880
060120170850  0.868
060120170900  0.850
060120170910  0.843
060120170920  0.833
060120170930  0.839
060120170940  0.853
060120170950  0.875
060120171000  0.898
060120171010  0.931
060120171020  0.965
060120171030  0.997
060120171040  1.029
060120171050  1.069
060120171100  1.124
060120171110  1.172
060120171120  1.209
060120171130  1.254
060120171140  1.321
060120171150  1.377
060120171200  1.433
060120171210  1.478
060120171220  1.520
060120171230  1.582
060120171240  1.642
060120171250  1.685
060120171300  1.725
060120171310  1.764
060120171320  1.825
060120171330  1.879
060120171340  1.922
060120171350  1.957
060120171400  1.996
060120171410  2.029
060120171420  2.058
060120171430  2.092
060120171440  2.107
060120171450  2.130
060120171500  2.142
060120171510  2.142
060120171520  2.143
060120171530  2.149
060120171540  2.136
060120171550  2.121
060120171600  2.101
060120171610  2.078
060120171620  2.043
060120171630  2.010
060120171640  1.971
060120171650  1.921
060120171700  1.874
060120171710  1.825
060120171720  1.771
060120171730  1.722
060120171740  1.669
060120171750  1.610
060120171800  1.557
060120171810  1.505
060120171820  1.453
060120171830  1.397
060120171840  1.339
060120171850  1.289
060120171900  1.234
060120171910  1.179
060120171920  1.127
060120171930  1.079
060120171940  1.031
060120171950  0.980
060120172000  0.926
060120172010  0.879
060120172020  0.829
060120172030  0.781
060120172040  0.735
060120172050  0.704
060120172100  0.681
060120172110  0.646
060120172120  0.613
060120172130  0.581
060120172140  0.564
060120172150  0.551
060120172200  0.534
060120172210  0.529
060120172220  0.531
060120172230  0.527
060120172240  0.538
060120172250  0.563
060120172300  0.595
060120172310  0.636
060120172320  0.663
060120172330  0.708
060120172340  0.756
060120172350  0.797
070120170000  0.858
070120170010  0.910
070120170020  0.968
070120170030  1.023
070120170040  1.078
070120170050  1.128
070120170100  1.181
070120170110  1.241
070120170120  1.298
070120170130  1.358
070120170140  1.426
070120170150  1.488
070120170200  1.546
070120170210  1.601
070120170220  1.653
070120170230  1.696
070120170240  1.750
070120170250  1.795
070120170300  1.851
070120170310  1.906
070120170320  1.946
070120170330  1.998
070120170340  2.038
070120170350  2.059
070120170400  2.075
070120170410  2.082
070120170420  2.084
070120170430  2.102
070120170440  2.132
070120170450  2.141
070120170500  2.124
070120170510  2.094
070120170520  2.053
070120170530  2.032
070120170540  1.995
070120170550  1.973
070120170600  1.924
070120170610  1.872
070120170620  1.822
070120170630  1.775
070120170640  1.722
070120170650  1.671
070120170700  1.625
070120170710  1.574
070120170720  1.524
070120170730  1.476
070120170740  1.426
070120170750  1.376
070120170800  1.317
070120170810  1.266
070120170820  1.216
070120170830  1.185
070120170840  1.137
070120170850  1.104
070120170900  1.062
070120170910  1.033
070120170920  1.002
070120170930  0.974
070120170940  0.936
070120170950  0.908
070120171000  0.882
070120171010  0.858
070120171020  0.846
070120171030  0.836
070120171040  0.833
070120171050  0.841
070120171100  0.839
070120171110  0.863
070120171120  0.876
070120171130  0.895
070120171140  0.917
070120171150  0.948
070120171200  0.988
070120171210  1.031
070120171220  1.081
070120171230  1.125
070120171240  1.168
070120171250  1.204
070120171300  1.240
070120171310  1.297
070120171320  1.351
070120171330  1.406
070120171340  1.463
070120171350  1.510
070120171400  1.562
070120171410  1.609
070120171420  1.656
070120171430  1.697
070120171440  1.729
070120171450  1.764
070120171500  1.817
070120171510  1.857
070120171520  1.892
070120171530  1.923
070120171540  1.955
070120171550  1.984
070120171600  2.015
070120171610  2.029
070120171620  2.034
070120171630  2.035
070120171640  2.033
070120171650  2.015
070120171700  2.008
070120171710  2.007
070120171720  1.984
070120171730  1.959
070120171740  1.918
070120171750  1.869
070120171800  1.815
070120171810  1.776
070120171820  1.726
070120171830  1.678
070120171840  1.636
070120171850  1.589
070120171900  1.544
070120171910  1.489
070120171920  1.430
070120171930  1.361
070120171940  1.307
070120171950  1.254
070120172000  1.200
070120172010  1.143
070120172020  1.096
070120172030  1.049
070120172040  0.999
070120172050  0.952
070120172100  0.902
070120172110  0.847
070120172120  0.792
070120172130  0.750
070120172140  0.709
070120172150  0.675
070120172200  0.636
070120172210  0.595
070120172220  0.558
070120172230  0.541
070120172240  0.527
070120172250  0.514
070120172300  0.502
070120172310  0.490
070120172320  0.486
070120172330  0.471
070120172340  0.492
070120172350  0.501
080120170000  0.523
080120170010  0.555
080120170020  0.589
080120170030  0.626
080120170040  0.677
080120170050  0.731
080120170100  0.788
080120170110  0.841
080120170120  0.894
080120170130  0.953
080120170140  1.010
080120170150  1.073
080120170200  1.133
080120170210  1.191
080120170220  1.249
080120170230  1.312
080120170240  1.381
080120170250  1.447
080120170300  1.512
080120170310  1.577
080120170320  1.644
080120170330  1.707
080120170340  1.770
080120170350  1.824
080120170400  1.883
080120170410  1.931
080120170420  1.976
080120170430  2.021
080120170440  2.058
080120170450  2.100
080120170500  2.132
080120170510  2.153
080120170520  2.170
080120170530  2.186
080120170540  2.191
080120170550  2.209
080120170600  2.209
080120170610  2.190
080120170620  2.169
080120170630  2.161
080120170640  2.122
080120170650  2.101
080120170700  2.042
080120170710  2.011
080120170720  1.956
080120170730  1.914
080120170740  1.847
080120170750  1.782
080120170800  1.717
080120170810  1.671
080120170820  1.617
080120170830  1.563
080120170840  1.509
080120170850  1.444
080120170900  1.393
080120170910  1.336
080120170920  1.283
080120170930  1.230
080120170940  1.175
080120170950  1.124
080120171000  1.074
080120171010  1.029
080120171020  0.984
080120171030  0.948
080120171040  0.909
080120171050  0.870
080120171100  0.839
080120171110  0.809
080120171120  0.787
080120171130  0.762
080120171140  0.752
080120171150  0.734
080120171200  0.732
080120171210  0.733
080120171220  0.741
080120171230  0.756
080120171240  0.778
080120171250  0.810
080120171300  0.839
080120171310  0.873
080120171320  0.906
080120171330  0.938
080120171340  0.980
080120171350  1.037
080120171400  1.095
080120171410  1.150
080120171420  1.200
080120171430  1.246
080120171440  1.300
080120171450  1.367
080120171500  1.415
080120171510  1.471
080120171520  1.519
080120171530  1.570
080120171540  1.618
080120171550  1.666
080120171600  1.709
080120171610  1.754
080120171620  1.794
080120171630  1.841
080120171640  1.878
080120171650  1.901
080120171700  1.927
080120171710  1.950
080120171720  1.971
080120171730  1.982
080120171740  1.976
080120171750  1.985
080120171800  1.982
080120171810  1.968
080120171820  1.958
080120171830  1.939
080120171840  1.905
080120171850  1.866
080120171900  1.817
080120171910  1.770
080120171920  1.722
080120171930  1.676
080120171940  1.618
080120171950  1.562
080120172000  1.503
080120172010  1.445
080120172020  1.397
080120172030  1.343
080120172040  1.285
080120172050  1.222
080120172100  1.162
080120172110  1.102
080120172120  1.042
080120172130  0.984
080120172140  0.931
080120172150  0.879
080120172200  0.827
080120172210  0.777
080120172220  0.729
080120172230  0.690
080120172240  0.636
080120172250  0.596
080120172300  0.555
080120172310  0.525
080120172320  0.484
080120172330  0.461
080120172340  0.437
080120172350  0.425
090120170000  0.412
090120170010  0.400
090120170020  0.401
090120170030  0.402
090120170040  0.410
090120170050  0.425
090120170100  0.438
090120170110  0.476
090120170120  0.518
090120170130  0.565
090120170140  0.621
090120170150  0.671
090120170200  0.734
090120170210  0.794
090120170220  0.861
090120170230  0.926
090120170240  0.992
090120170250  1.060
090120170300  1.129
090120170310  1.203
090120170320  1.270
090120170330  1.337
090120170340  1.411
090120170350  1.488
090120170400  1.562
090120170410  1.645
090120170420  1.715
090120170430  1.784
090120170440  1.848
090120170450  1.913
090120170500  1.973
090120170510  2.033
090120170520  2.093
090120170530  2.144
090120170540  2.200
090120170550  2.242
090120170600  2.285
090120170610  2.309
090120170620  2.334
090120170630  2.350
090120170640  2.368
090120170650  2.372
090120170700  2.371
090120170710  2.361
090120170720  2.342
090120170730  2.317
090120170740  2.282
090120170750  2.240
090120170800  2.192
090120170810  2.134
090120170820  2.076
090120170830  2.021
090120170840  1.961
090120170850  1.895
090120170900  1.821
090120170910  1.754
090120170920  1.691
090120170930  1.623
090120170940  1.560
090120170950  1.495
090120171000  1.429
090120171010  1.370
090120171020  1.312
090120171030  1.256
090120171040  1.190
090120171050  1.137
090120171100  1.087
090120171110  1.035
090120171120  0.981
090120171130  0.930
090120171140  0.878
090120171150  0.838
090120171200  0.805
090120171210  0.772
090120171220  0.738
090120171230  0.705
090120171240  0.679
090120171250  0.661
090120171300  0.642
090120171310  0.632
090120171320  0.631
090120171330  0.632
090120171340  0.655
090120171350  0.668
090120171400  0.698
090120171410  0.725
090120171420  0.760
090120171430  0.804
090120171440  0.855
090120171450  0.907
090120171500  0.967
090120171510  1.030
090120171520  1.091
090120171530  1.149
090120171540  1.202
090120171550  1.255
090120171600  1.319
090120171610  1.378
090120171620  1.432
090120171630  1.496
090120171640  1.552
090120171650  1.612
090120171700  1.665
090120171710  1.717
090120171720  1.752
090120171730  1.794
090120171740  1.840
090120171750  1.884
090120171800  1.915
090120171810  1.949
090120171820  1.972
090120171830  1.994
090120171840  2.006
090120171850  2.006
090120171900  2.005
090120171910  1.992
090120171920  1.980
090120171930  1.959
090120171940  1.931
090120171950  1.899
090120172000  1.863
090120172010  1.819
090120172020  1.769
090120172030  1.713
090120172040  1.647
090120172050  1.586
090120172100  1.524
090120172110  1.460
090120172120  1.400
090120172130  1.347
090120172140  1.280
090120172150  1.218
090120172200  1.157
090120172210  1.094
090120172220  1.031
090120172230  0.975
090120172240  0.914
090120172250  0.860
090120172300  0.802
090120172310  0.752
090120172320  0.698
090120172330  0.644
090120172340  0.599
090120172350  0.552
100120170000  0.508
100120170010  0.467
100120170020  0.433
100120170030  0.397
100120170040  0.363
100120170050  0.339
100120170100  0.319
100120170110  0.303
100120170120  0.294
100120170130  0.291
100120170140  0.295
100120170150  0.309
100120170200  0.337
100120170210  0.369
100120170220  0.414
100120170230  0.467
100120170240  0.529
100120170250  0.592
100120170300  0.664
100120170310  0.730
100120170320  0.800
100120170330  0.879
100120170340  0.961
100120170350  1.040
100120170400  1.123
100120170410  1.201
100120170420  1.286
100120170430  1.367
100120170440  1.449
100120170450  1.532
100120170500  1.610
100120170510  1.692
100120170520  1.771
100120170530  1.843
100120170540  1.907
100120170550  1.994
100120170600  2.063
100120170610  2.130
100120170620  2.186
100120170630  2.244
100120170640  2.297
100120170650  2.351
100120170700  2.394
100120170710  2.428
100120170720  2.453
100120170730  2.475
100120170740  2.491
100120170750  2.493
100120170800  2.491
100120170810  2.481
100120170820  2.459
100120170830  2.426
100120170840  2.386
100120170850  2.325
100120170900  2.265
100120170910  2.204
100120170920  2.138
100120170930  2.077
100120170940  2.007
100120170950  1.929
100120171000  1.857
100120171010  1.785
100120171020  1.715
100120171030  1.653
100120171040  1.579
100120171050  1.506
100120171100  1.442
100120171110  1.378
100120171120  1.312
100120171130  1.250
100120171140  1.191
100120171150  1.129
100120171200  1.068
100120171210  1.004
100120171220  0.946
100120171230  0.890
100120171240  0.840
100120171250  0.791
100120171300  0.749
100120171310  0.708
100120171320  0.668
100120171330  0.637
100120171340  0.603
100120171350  0.577
100120171400  0.574
100120171410  0.544
100120171420  0.530
100120171430  0.522
100120171440  0.516
100120171450  0.533
100120171500  0.555
100120171510  0.590
100120171520  0.626
100120171530  0.672
100120171540  0.726
100120171550  0.788
100120171600  0.855
100120171610  0.915
100120171620  0.985
100120171630  1.046
100120171640  1.116
100120171650  1.174
100120171700  1.234
100120171710  1.301
100120171720  1.360
100120171730  1.426
100120171740  1.489
100120171750  1.555
100120171800  1.615
100120171810  1.677
100120171820  1.724
100120171830  1.769
100120171840  1.811
100120171850  1.853
100120171900  1.878
100120171910  1.921
100120171920  1.952
100120171930  1.976
100120171940  1.994
100120171950  2.001
100120172000  2.005
100120172010  1.995
100120172020  1.977
100120172030  1.959
100120172040  1.925
100120172050  1.887
100120172100  1.841
100120172110  1.791
100120172120  1.746
100120172130  1.694
100120172140  1.632
100120172150  1.575
100120172200  1.503
100120172210  1.441
100120172220  1.376
100120172230  1.308
100120172240  1.246
100120172250  1.183
100120172300  1.122
100120172310  1.058
100120172320  0.993
100120172330  0.932
100120172340  0.867
100120172350  0.807
110120170000  0.744
110120170010  0.686
110120170020  0.631
110120170030  0.576
110120170040  0.521
110120170050  0.474
110120170100  0.431
110120170110  0.387
110120170120  0.344
110120170130  0.308
110120170140  0.280
110120170150  0.254
110120170200  0.227
110120170210  0.219
110120170220  0.205
110120170230  0.206
110120170240  0.215
110120170250  0.238
110120170300  0.280
110120170310  0.335
110120170320  0.391
110120170330  0.459
110120170340  0.527
110120170350  0.602
110120170400  0.680
110120170410  0.754
110120170420  0.833
110120170430  0.918
110120170440  0.997
110120170450  1.080
110120170500  1.166
110120170510  1.255
110120170520  1.344
110120170530  1.440
110120170540  1.537
110120170550  1.624
110120170600  1.711
110120170610  1.795
110120170620  1.890
110120170630  1.969
110120170640  2.051
110120170650  2.125
110120170700  2.195
110120170710  2.260
110120170720  2.324
110120170730  2.376
110120170740  2.432
110120170750  2.481
110120170800  2.518
110120170810  2.552
110120170820  2.576
110120170830  2.586
110120170840  2.595
110120170850  2.591
110120170900  2.584
110120170910  2.570
110120170920  2.543
110120170930  2.506
110120170940  2.460
110120170950  2.400
110120171000  2.332
110120171010  2.263
110120171020  2.191
110120171030  2.122
110120171040  2.050
110120171050  1.978
110120171100  1.899
110120171110  1.820
110120171120  1.751
110120171130  1.676
110120171140  1.602
110120171150  1.532
110120171200  1.460
110120171210  1.385
110120171220  1.317
110120171230  1.248
110120171240  1.182
110120171250  1.116
110120171300  1.055
110120171310  0.987
110120171320  0.929
110120171330  0.865
110120171340  0.811
110120171350  0.758
110120171400  0.711
110120171410  0.662
110120171420  0.625
110120171430  0.589
110120171440  0.561
110120171450  0.525
110120171500  0.507
110120171510  0.488
110120171520  0.484
110120171530  0.478
110120171540  0.484
110120171550  0.499
110120171600  0.523
110120171610  0.555
110120171620  0.607
110120171630  0.661
110120171640  0.711
110120171650  0.782
110120171700  0.835
110120171710  0.904
110120171720  0.973
110120171730  1.037
110120171740  1.105
110120171750  1.171
110120171800  1.244
110120171810  1.319
110120171820  1.391
110120171830  1.470
110120171840  1.533
110120171850  1.600
110120171900  1.661
